,Name,Special,Preferred Foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Stamina,Long Shots,Aggression,Interceptions,Positioning,Penalties,Standing Tackle,Sliding Tackle
8533,Cristian Josué Artiles Cedrés,1701,1,64.0,60.0,49.0,62.0,59.0,68.0,64.0,61.0,57.0,66.0,84.0,80.0,80.0,65.0,69.0,37.0,20.0,64.0,65.0,33.0,34.0
8534,Dawid Szot,1369,1,43.0,22.0,49.0,56.0,30.0,31.0,25.0,22.0,35.0,51.0,66.0,57.0,46.0,64.0,24.0,52.0,60.0,40.0,38.0,61.0,57.0
8535,Declan Drysdale,1401,1,21.0,22.0,56.0,49.0,27.0,40.0,38.0,29.0,48.0,49.0,66.0,69.0,48.0,69.0,19.0,62.0,57.0,28.0,39.0,59.0,57.0
8536,Diant Ramaj,878,1,10.0,7.0,11.0,21.0,8.0,12.0,12.0,11.0,24.0,15.0,23.0,25.0,27.0,26.0,9.0,22.0,12.0,7.0,17.0,9.0,10.0
8537,Enrique Peña Zauner,1578,1,65.0,57.0,39.0,60.0,46.0,63.0,67.0,66.0,59.0,62.0,73.0,67.0,79.0,61.0,55.0,39.0,27.0,50.0,45.0,31.0,34.0
8538,Erjiaduo De,1733,0,65.0,55.0,55.0,68.0,59.0,65.0,62.0,60.0,63.0,57.0,72.0,69.0,65.0,64.0,56.0,65.0,43.0,69.0,53.0,41.0,44.0
8539,Fernando Cardozo,1511,1,59.0,49.0,30.0,57.0,38.0,67.0,44.0,39.0,49.0,69.0,73.0,68.0,82.0,69.0,38.0,52.0,17.0,66.0,53.0,27.0,22.0
8540,Gabriel Costa,1578,1,66.0,63.0,39.0,65.0,44.0,72.0,38.0,66.0,64.0,67.0,77.0,74.0,71.0,72.0,57.0,33.0,19.0,63.0,59.0,24.0,20.0
8541,Gwang Yeon Lee,909,1,10.0,8.0,11.0,25.0,7.0,11.0,12.0,13.0,24.0,10.0,20.0,28.0,37.0,26.0,8.0,24.0,12.0,6.0,14.0,14.0,12.0
8542,Harry McEvoy,1347,1,43.0,42.0,51.0,50.0,28.0,44.0,36.0,35.0,44.0,49.0,55.0,58.0,54.0,45.0,39.0,53.0,51.0,32.0,38.0,52.0,48.0
8543,Hvicha Kvaracheliya,1631,0,48.0,64.0,64.0,63.0,53.0,72.0,45.0,38.0,64.0,61.0,70.0,58.0,67.0,65.0,34.0,64.0,30.0,58.0,62.0,24.0,56.0
8544,Ikuma Sekigawa,1379,1,25.0,26.0,63.0,62.0,22.0,35.0,18.0,26.0,63.0,53.0,56.0,54.0,52.0,59.0,32.0,60.0,56.0,23.0,31.0,65.0,61.0
8545,Imari Samuels,1292,0,51.0,23.0,44.0,38.0,23.0,59.0,30.0,31.0,31.0,44.0,62.0,58.0,50.0,60.0,29.0,53.0,50.0,47.0,40.0,55.0,50.0
8546,Ionuț Vînă,1846,0,65.0,62.0,55.0,66.0,45.0,69.0,41.0,44.0,63.0,70.0,80.0,73.0,80.0,76.0,61.0,68.0,65.0,64.0,47.0,68.0,64.0
8547,Iulian Cristea,1586,1,29.0,33.0,70.0,60.0,34.0,51.0,30.0,31.0,55.0,54.0,64.0,60.0,64.0,81.0,36.0,73.0,69.0,38.0,34.0,72.0,70.0
8548,Ivann Botella,1469,1,34.0,66.0,64.0,54.0,57.0,57.0,39.0,35.0,38.0,59.0,69.0,66.0,55.0,52.0,57.0,63.0,13.0,63.0,66.0,18.0,13.0
8549,Iván Jaime Pajuelo,1651,1,57.0,58.0,39.0,66.0,50.0,64.0,62.0,49.0,64.0,66.0,70.0,64.0,64.0,62.0,59.0,44.0,52.0,55.0,52.0,52.0,48.0
8550,Jack Lankester,1572,0,50.0,60.0,41.0,53.0,53.0,63.0,52.0,50.0,49.0,60.0,72.0,75.0,69.0,60.0,55.0,31.0,40.0,57.0,59.0,42.0,40.0
8551,Jan Van den Bergh,1657,0,52.0,23.0,71.0,65.0,32.0,52.0,42.0,45.0,70.0,62.0,63.0,68.0,67.0,70.0,41.0,74.0,65.0,30.0,39.0,71.0,69.0
8552,Jannes Van Hecke,1536,0,59.0,37.0,42.0,61.0,37.0,56.0,45.0,48.0,56.0,61.0,60.0,59.0,67.0,53.0,53.0,51.0,56.0,52.0,44.0,53.0,49.0
8553,Jasser Khmiri,1340,1,34.0,19.0,63.0,48.0,28.0,36.0,25.0,29.0,48.0,43.0,56.0,55.0,52.0,54.0,21.0,72.0,56.0,25.0,30.0,62.0,57.0
8554,Javier Fernández Hernández,1526,1,37.0,30.0,53.32599956540634,60.132580099339556,33.0,42.0,38.0,34.0,48.0,52.0,65.14803493449782,65.16445318904738,64.31444171444171,63.02548676438416,29.0,55.0,68.0,31.0,47.0,47.97143012329585,45.84790419161676
8555,Jaydn Mundle-Smith,1453,0,51.0,28.0,53.0,44.0,28.0,52.0,38.0,34.0,36.0,44.0,68.0,66.0,57.0,58.0,37.0,66.0,59.0,44.0,36.0,61.0,63.0
8556,Jonathan Herrera,1492,1,39.0,58.0,65.0,55.0,45.0,52.0,47.0,43.0,45.0,54.0,75.0,75.0,74.0,55.0,55.0,41.0,18.0,54.0,55.0,28.0,27.0
8557,Josué Reyes,1357,1,30.0,28.0,68.0,40.0,30.0,35.0,34.0,28.0,35.0,48.0,53.0,48.0,44.0,49.0,22.0,62.0,58.0,48.0,44.0,63.0,62.0
8558,José Gragera Amado,1667,1,58.0,47.51451014619245,55.0,69.0,35.0,64.0,57.0,53.0,64.0,66.0,64.0,61.0,66.0,64.0,48.72942840050035,58.0,53.0,43.0,54.0,47.97143012329585,57.0
8559,Karlo Muhar,1608,1,36.0,27.0,56.0,64.0,41.0,56.0,32.0,40.0,58.0,61.0,62.0,68.0,56.0,69.0,55.0,71.0,66.0,52.0,41.0,65.0,62.0
8560,Kevin Cannavò,1526,1,49.0,59.0,54.0,48.0,55.0,52.0,58.0,50.0,43.0,54.0,78.0,78.0,71.0,43.0,53.0,50.0,22.0,59.0,61.0,20.0,20.0
8561,Lamine Ghezali,1564,1,62.0,59.0,38.0,59.0,54.0,68.0,51.0,41.0,48.0,65.0,74.0,74.0,80.0,61.0,49.0,52.0,25.0,61.0,65.0,38.0,33.0
8562,Leon Sopić,1406,1,34.0,20.0,54.0,53.0,32.0,42.0,33.0,29.0,56.0,51.0,66.0,60.0,65.0,61.0,25.0,55.0,55.0,23.0,46.0,63.0,60.0
8563,Manuel Balda,1728,1,58.0,67.0,63.0,66.0,72.0,68.0,58.0,49.0,64.0,67.0,77.0,78.0,75.0,55.0,72.0,35.0,49.0,65.0,69.0,39.0,27.0
8564,Marcel Gottschling,1798,1,65.0,55.0,60.0,60.0,50.0,68.0,62.0,50.0,58.0,60.0,79.0,79.0,73.0,84.0,54.0,65.0,55.0,60.0,54.0,62.0,60.0
8565,Matěj Pulkrab,1567,1,42.0,68.0,72.0,55.0,66.0,57.0,36.0,34.0,31.0,64.0,68.0,71.0,64.0,59.0,45.0,83.0,30.0,70.0,53.0,28.0,24.0
8566,Maxen Kapo,1632,1,46.0,42.0,58.0,69.0,41.0,60.0,48.0,42.0,58.0,64.0,65.0,67.0,65.0,63.0,41.0,61.0,57.0,51.0,54.0,64.0,60.0
8567,Maxwell Gyamfi,1315,1,41.0,21.0,61.0,30.0,29.0,31.0,31.0,29.0,28.0,30.0,70.0,72.0,61.0,63.0,18.0,44.0,53.0,30.0,38.0,57.0,56.0
8568,Noah Fadiga,1659,0,62.0,50.0,52.0,56.0,40.0,62.0,44.0,43.0,54.0,62.0,74.0,77.0,71.0,66.0,40.0,67.0,52.0,59.0,52.0,52.0,59.0
8569,Oliver Stefánsson,1220,0,28.0,16.0,54.0,39.0,20.0,26.0,28.0,26.0,45.0,34.0,55.0,57.0,48.0,58.0,15.0,64.0,47.0,23.0,35.0,49.0,50.0
8570,Peter Bjur,1532,0,55.0,51.0,45.0,60.0,40.0,56.0,41.0,37.0,56.0,56.0,72.0,73.0,76.0,54.0,45.0,53.0,48.0,52.0,40.0,49.0,44.0
8571,Rasmus Sandberg,858,1,11.0,6.0,11.0,18.0,5.0,14.0,14.0,12.0,20.0,17.0,32.0,18.0,30.0,25.0,8.0,21.0,10.0,7.0,11.0,13.0,10.0
8573,Sergio Ruiz Alonso,1715,1,59.0,59.0,38.0,67.0,30.0,63.0,38.0,43.0,65.0,67.0,63.0,63.0,61.0,80.0,63.0,69.0,65.0,62.0,38.0,63.0,64.0
8574,Stelios Kokovas,1461,0,60.0,25.0,48.0,51.0,26.0,59.0,40.0,32.0,49.0,40.0,67.0,65.0,59.0,63.0,23.0,54.0,55.0,53.0,42.0,57.0,56.0
8575,Toby Savin,923,1,13.0,11.0,13.0,23.0,11.0,11.0,13.0,11.0,22.0,19.0,28.0,27.0,40.0,30.0,11.0,20.0,15.0,6.0,15.0,12.0,12.0
8576,Tom Clifford,1610,0,54.0,44.0,42.0,53.0,45.0,55.0,52.0,49.0,47.0,54.0,73.0,73.0,72.0,70.0,47.0,62.0,51.0,53.0,48.0,55.0,54.0
8577,Tomáš Petrášek,1502,1,31.0,42.0,75.0,46.0,25.0,37.0,31.0,24.0,42.0,43.0,58.0,73.0,52.0,71.0,37.0,61.0,62.0,24.0,40.0,66.0,62.0
8578,Trey Muse,897,1,19.0,7.0,8.0,20.0,15.0,12.0,18.0,16.0,18.0,15.0,31.0,38.0,20.0,38.0,13.0,28.0,26.0,11.0,24.0,7.0,9.0
8579,Ulrick Eneme-Ella,1517,1,51.0,47.0,39.0,59.0,46.0,64.0,53.0,53.0,53.0,64.0,65.14803493449782,65.16445318904738,64.31444171444171,63.02548676438416,45.0,40.0,31.0,54.0,57.0,38.0,43.0
8581,Virgil Ghiță,1634,1,41.0,43.0,70.0,58.0,36.0,42.0,40.0,46.0,45.0,49.0,56.0,55.0,68.0,68.0,47.0,71.0,68.0,43.0,41.0,66.0,64.0
8582,Yaw Ackah,1780,1,47.0,39.0,51.0,65.0,44.0,64.0,42.0,41.0,61.0,71.0,69.0,70.0,73.0,82.0,43.0,90.0,72.0,56.0,51.0,74.0,69.0
8583,Adrian Delap,1445,1,55.0,47.0,33.0,54.0,25.0,51.0,38.0,44.0,52.0,46.0,73.0,76.0,72.0,55.0,33.0,52.0,50.0,45.0,32.0,48.0,46.0
8584,Akinwale Odimayo,1264,0,30.0,16.0,55.0,50.0,21.0,41.0,30.0,15.0,38.0,40.0,53.0,68.0,54.0,61.0,23.0,53.0,54.0,24.0,18.0,60.0,57.0
8585,Alex Roldan,1650,1,50.0,54.0,39.0,67.0,38.0,63.0,54.0,29.0,64.0,63.0,69.0,59.0,65.0,67.0,56.0,62.0,54.0,57.0,41.0,63.0,60.0
8586,Andy Irving,1738,0,64.0,50.0,50.0,67.0,60.0,62.0,64.0,69.0,70.0,66.0,59.0,55.0,63.0,58.0,65.0,43.0,47.0,51.0,52.0,62.0,62.0
8587,Bojan Radulović,1362,1,31.0,56.0,57.0,52.0,52.0,50.0,39.0,29.0,35.0,53.0,48.0,51.0,48.0,61.0,51.0,61.0,20.0,55.0,50.0,25.0,28.0
8588,Borja Llarena Barroso,1643,1,49.0,61.0,59.0,54.0,55.0,58.0,50.0,48.0,45.0,59.0,85.0,86.0,87.0,60.0,58.0,43.0,26.0,62.0,59.0,28.0,24.0
8589,Brandon Servania,1587,1,48.0,50.0,49.0,64.0,46.0,62.0,56.0,50.0,59.0,63.0,65.0,60.0,65.0,52.0,51.0,55.0,54.0,48.0,46.0,53.0,50.0
8590,Brian Galach,1333,0,46.0,55.0,45.0,43.0,42.0,57.0,48.0,36.0,36.0,55.0,64.0,68.0,69.0,51.0,52.0,29.0,10.0,54.0,55.0,13.0,16.0
8591,Christopher Ramos de la Flor,1521,1,36.0,66.0,69.0,56.0,59.0,62.0,44.0,35.0,41.0,64.0,72.0,80.0,64.0,53.0,60.0,35.0,17.0,63.0,65.0,20.0,21.0
8592,Cleilton Monteiro da Costa,1537,1,48.0,65.0,58.0,54.0,54.0,70.0,45.0,32.0,41.0,62.0,72.0,68.0,73.0,51.0,54.0,45.0,14.0,61.0,61.0,19.0,21.0
8593,Clint Essers,1512,1,51.0,20.0,57.0,61.0,22.0,62.0,34.0,24.0,65.0,65.0,68.0,63.0,71.0,74.0,23.0,60.0,59.0,32.0,30.0,63.0,62.0
8594,Dong Jun Lee,1657,1,55.0,62.0,58.0,48.0,56.0,65.0,42.0,36.0,40.0,62.0,82.0,82.0,57.0,61.0,57.0,65.0,51.0,68.0,57.0,44.0,36.0
8595,Edgaras Dubickas,1358,1,42.0,49.0,43.0,45.0,54.0,64.0,53.0,42.0,39.0,52.0,70.0,67.0,59.0,50.0,52.0,28.0,15.0,44.0,64.0,20.0,16.0
8596,Edson Gutiérrez,1598,1,57.0,31.0,53.0,60.132580099339556,33.0,55.0,36.0,40.0,63.0,65.0,65.0,60.0,67.0,63.02548676438416,34.0,65.0,46.793920939590016,54.0,42.0,47.97143012329585,45.84790419161676
8597,Edwin Herrera,1660,1,58.0,49.0,42.0,60.0,39.0,63.0,45.0,38.0,52.0,60.0,79.0,77.0,73.0,77.0,39.0,54.0,62.0,53.0,52.0,57.0,61.0
8598,Endika Irigoyen Bravo,1543,0,57.0,35.0,59.0,56.0,34.0,55.0,46.0,41.0,44.0,54.0,68.0,64.0,54.0,71.0,37.0,68.0,60.0,42.0,41.0,61.0,63.0
8599,Erik Henschel,1567,1,61.0,43.0,49.0,60.0,38.0,56.0,35.0,32.0,49.0,52.0,67.0,77.0,66.0,68.0,41.0,69.0,55.0,53.0,39.0,61.0,58.0
8600,Ersin Zehir,1597,1,40.0,30.0,49.0,67.0,37.0,55.0,44.0,36.0,59.0,64.0,66.0,66.0,62.0,55.0,39.0,69.0,58.0,50.0,40.0,67.0,63.0
8601,Felipe de Sousa Silva,1693,0,30.0,74.0,76.0,64.0,56.0,61.0,65.0,42.0,58.0,68.0,70.0,72.0,67.0,79.0,61.0,70.0,17.0,70.0,58.0,18.0,10.0
8602,Finn Dahmen,959,1,14.0,8.0,12.0,16.0,5.0,12.0,13.0,12.0,17.0,18.0,44.0,40.0,39.0,25.0,6.0,17.0,9.0,4.0,11.0,12.0,11.0
8603,Francisco Gámez López,1730,1,67.0,46.0,64.0,65.0,37.0,68.0,62.0,33.0,57.0,67.0,75.0,78.0,59.0,77.0,42.0,62.0,64.0,51.0,41.0,70.0,68.0
8604,Franco Bustamante,1590,1,65.0,60.0,34.0,45.0,30.0,70.0,37.0,41.0,48.0,60.0,74.0,80.0,82.0,76.0,47.0,54.0,49.0,58.0,46.0,42.0,46.0
8605,Frantzdy Pierrot,1566,1,52.0,71.0,68.0,61.0,63.0,60.0,31.0,34.0,29.0,64.0,61.0,69.0,49.0,73.0,60.0,61.0,18.0,67.0,60.0,24.0,21.0
8606,Fredrik Hammar,1481,1,37.0,48.0,41.0,60.0,44.0,56.0,48.0,40.0,57.0,58.0,62.0,61.0,63.0,61.0,50.0,45.0,38.0,46.0,44.0,42.0,44.0
8607,Gastón Lódico,1849,1,65.0,56.0,47.0,73.0,56.0,75.0,71.0,66.0,73.0,73.0,77.0,75.0,83.0,69.0,57.0,59.0,61.0,63.0,52.0,59.0,49.0
8608,Ilan Sauter,1473,0,47.0,35.0,54.0,48.0,26.0,44.0,36.0,28.0,52.0,48.0,65.14803493449782,65.16445318904738,68.0,64.0,40.0,55.0,50.0,39.0,25.0,58.0,57.0
8609,Jacob Akanyirige,1232,1,25.0,23.0,47.0,40.0,30.0,29.0,21.0,28.0,30.0,31.0,66.0,61.0,70.0,56.0,23.0,48.0,51.0,21.0,31.0,53.0,56.0
8610,James Daly,1417,0,33.0,61.0,57.0,52.0,45.0,58.0,42.0,30.0,41.0,55.0,78.0,75.0,81.0,54.0,54.0,31.0,18.0,58.0,60.0,21.0,19.0
8611,Jasper Schendelaar,978,1,10.0,10.0,13.0,19.0,6.0,12.0,14.0,14.0,28.0,27.0,21.0,32.0,26.0,17.0,14.0,28.0,10.0,7.0,26.0,12.0,11.0
8612,Joel Randall,1363,1,47.0,53.0,37.0,46.0,43.0,53.0,35.0,39.0,40.0,52.0,75.0,73.0,75.0,66.0,31.0,29.0,22.0,44.0,53.0,28.0,23.0
8613,João Pedro Vilardi Pinto,1604,1,53.0,52.0,41.0,65.0,54.0,65.0,54.0,56.0,60.0,70.0,58.0,60.0,71.0,66.0,43.0,46.0,34.0,56.0,61.0,40.0,39.0
8614,Juan Peñaloza,1463,1,52.0,60.0,29.0,60.0,44.0,63.0,59.0,39.0,46.0,62.0,67.0,66.0,66.0,55.0,61.0,25.0,26.0,52.0,59.0,24.0,29.0
8615,Kevin Behrens,1677,1,44.0,73.0,75.0,57.0,59.0,64.0,53.0,33.0,44.0,65.0,70.0,69.0,66.0,76.0,62.0,73.0,24.0,70.0,65.0,20.0,19.0
8616,Kosuke Onose,1859,1,70.0,68.0,42.0,68.0,63.0,69.0,64.0,63.0,60.0,67.0,71.0,68.0,76.0,75.0,67.0,71.0,59.0,68.0,62.0,58.0,48.0
8617,Leverton Pierre,1532,1,41.0,42.0,60.0,58.0,42.0,53.0,34.0,32.0,56.0,55.0,59.0,63.0,57.0,66.0,52.0,56.0,59.0,42.0,51.0,60.0,59.0
8618,Lucas Ribeiro Costa,1601,0,59.0,62.0,39.0,58.0,53.0,67.0,57.0,55.0,54.0,65.0,75.0,73.0,72.0,56.0,63.0,32.0,22.0,59.0,56.0,30.0,24.0
8619,Marokhy Ndione,1395,1,28.0,59.0,61.0,51.0,45.0,55.0,33.0,27.0,43.0,58.0,45.0,60.0,59.0,63.0,53.0,45.0,23.0,56.0,53.0,19.0,15.0
8620,Mateusz Cholewiak,1774,0,55.0,62.0,57.0,68.0,52.0,66.0,56.0,49.0,62.0,67.0,89.0,91.0,69.0,73.0,60.0,41.0,53.0,51.0,55.0,64.0,62.0
8621,Mateusz Hołownia,1429,0,55.0,23.0,41.0,56.0,27.0,57.0,33.0,29.0,39.0,55.0,68.0,66.0,65.0,63.0,24.0,48.0,60.0,41.0,37.0,61.0,59.0
8622,Max Sheaf,1630,1,52.0,53.0,47.0,64.0,34.0,59.0,58.0,48.0,59.0,61.0,67.0,66.0,74.0,66.0,54.0,58.0,48.0,56.0,43.0,52.0,46.0
8623,Maximiliano Salas,1700,0,63.0,70.0,56.0,70.0,49.0,73.0,56.0,35.0,72.0,74.0,72.0,71.0,72.0,69.0,70.0,32.0,16.0,68.0,54.0,13.0,19.0
8624,Milan Havel,1835,1,72.0,44.0,62.0,68.0,48.0,68.0,51.0,45.0,61.0,69.0,74.0,72.0,75.0,75.0,47.0,67.0,68.0,63.0,44.0,69.0,69.0
8625,Naod Mekonnen,1583,1,47.0,38.0,60.0,67.0,37.0,52.0,47.0,39.0,53.0,61.0,68.0,63.0,78.0,69.0,41.0,68.0,60.0,39.0,48.0,57.0,58.0
8626,Neyder Lozano,1589,0,29.0,38.0,65.0,58.0,36.0,51.0,29.0,35.0,55.0,59.0,65.0,70.0,58.0,65.0,36.0,74.0,60.0,38.0,46.0,64.0,62.0
8627,Omar Abdulrahman,1855,0,76.0,70.0,35.0,75.0,65.0,80.0,77.0,75.0,77.0,76.0,84.0,76.0,87.0,71.0,72.0,44.0,25.0,70.0,64.0,26.0,30.0
8628,Othman Boussaid,1600,0,61.0,53.0,22.0,62.0,58.0,72.0,68.0,53.0,58.0,70.0,78.0,72.0,82.0,54.0,58.0,40.0,22.0,44.0,52.0,34.0,46.0
8629,Patrik Gunnarsson,1017,1,13.0,6.0,11.0,40.0,8.0,14.0,13.0,20.0,38.0,31.0,25.0,21.0,34.0,25.0,5.0,17.0,14.0,5.0,12.0,10.0,14.0
8630,Rok Vodišek,988,1,11.0,7.0,11.0,19.0,6.0,12.0,12.0,10.0,18.0,12.0,48.0,46.0,44.0,16.0,5.0,17.0,11.0,6.0,17.0,14.0,13.0
8631,Roman Procházka,1838,1,58.0,54.0,65.0,67.0,50.0,67.0,49.0,53.0,64.0,69.0,62.0,66.0,64.0,74.0,64.0,71.0,72.0,56.0,61.0,71.0,70.0
8632,Saikou Janneh,1363,1,30.0,59.0,52.0,49.0,47.0,60.0,51.0,31.0,37.0,56.0,73.0,75.0,62.0,50.0,51.0,28.0,12.0,50.0,58.0,18.0,18.0
8633,Samuel Pérez Fariña,945,0,13.0,8.0,14.0,15.0,8.0,9.0,11.0,11.0,26.0,19.0,18.0,31.0,22.0,27.0,6.0,23.0,12.0,4.0,14.0,11.0,14.0
8634,Sivert Gussiås,1457,1,30.0,64.0,58.0,49.0,51.0,59.0,44.0,31.0,32.0,59.0,61.0,66.0,52.0,66.0,59.0,62.0,14.0,59.0,64.0,15.0,20.0
8635,Steven Franco,1721,1,38.0,59.0,47.0,71.0,39.0,59.0,49.0,45.0,66.0,69.0,76.0,78.0,76.0,81.0,62.0,40.0,64.0,59.0,48.0,69.0,54.0
8636,Tobi Omole,1387,0,42.0,35.0,53.0,48.0,28.0,42.0,35.0,32.0,41.0,45.0,68.0,65.0,55.0,67.0,31.0,53.0,51.0,36.0,40.0,57.0,55.0
8637,Tom McGill,857,1,14.0,5.0,10.0,16.0,8.0,12.0,13.0,10.0,21.0,19.0,20.0,17.0,29.0,23.0,9.0,27.0,13.0,7.0,10.0,12.0,12.0
8638,Valentin Vanbaleghem,1719,1,55.0,35.0,68.0,69.0,31.0,62.0,51.0,39.0,65.0,66.0,65.0,62.0,62.0,80.0,48.0,70.0,60.0,52.0,49.0,64.0,60.0
8639,Valentín Burgoa,1728,0,45.0,48.0,54.0,65.0,49.0,68.0,60.0,44.0,60.0,69.0,71.0,65.0,68.0,61.0,64.0,65.0,54.0,62.0,50.0,62.0,60.0
8640,Wesley Moustache,1459,0,58.0,38.0,50.0,44.0,34.0,63.0,41.0,32.0,37.0,42.0,68.0,65.0,62.0,55.0,29.0,60.0,54.0,50.0,42.0,63.0,66.0
8641,Youba Diarra,1835,1,60.0,56.0,54.0,66.0,54.0,65.0,55.0,52.0,62.0,66.0,70.0,71.0,68.0,74.0,63.0,73.0,64.0,54.0,50.0,64.0,62.0
8642,Yukiya Sugita,1643,1,69.0,63.0,36.0,63.0,53.0,68.0,65.0,40.0,48.0,68.0,80.0,86.0,87.0,72.0,60.0,38.0,27.0,59.0,47.0,29.0,25.0
8643,Adonis Ajeti,1118,0,25.0,23.0,59.0,31.0,27.0,25.0,18.0,24.0,29.0,30.0,39.0,42.0,43.0,39.0,22.0,63.0,46.0,16.0,36.0,57.0,59.0
8644,Alan Medina,1683,1,53.0,58.0,54.0,73.0,49.0,70.0,43.0,41.0,70.0,66.0,70.0,67.0,68.0,51.0,49.0,60.0,53.0,68.0,55.0,50.0,52.0
8645,Albion Vrenezi,1563,1,57.0,63.0,36.0,59.0,59.0,72.0,56.0,41.0,38.0,71.0,81.0,79.0,78.0,73.0,62.0,36.0,18.0,63.0,61.0,17.0,18.0
8646,Alexander Fuchs,1696,1,53.0,49.0,51.0,69.0,38.0,65.0,63.0,42.0,64.0,70.0,68.0,53.0,67.0,81.0,52.0,49.0,60.0,53.0,45.0,54.0,52.0
8647,Alexandros Katranis,1710,0,65.0,40.0,53.0,65.0,39.0,64.0,58.0,42.0,52.0,63.0,72.0,72.0,67.0,67.0,52.0,70.0,61.0,48.0,52.0,64.0,65.0
8648,Armando Anastasio,1743,0,68.0,38.0,64.0,72.0,46.0,64.0,56.0,49.0,61.0,58.0,68.0,72.0,59.0,72.0,67.0,64.0,53.0,56.0,63.0,58.0,63.0
8649,Augusto Aguirre,1309,1,32.0,28.0,60.0,35.0,26.0,35.0,28.0,26.0,35.0,35.0,55.0,52.0,48.0,62.0,22.0,51.0,53.0,28.0,45.0,69.0,62.0
8650,Ben Worman,1305,1,29.0,52.0,48.0,40.0,41.0,49.0,41.0,34.0,30.0,48.0,76.0,70.0,65.0,54.0,49.0,40.0,22.0,53.0,55.0,18.0,18.0
8651,Brady Scott,926,1,12.0,7.0,12.0,25.0,7.0,10.0,15.0,10.0,22.0,12.0,33.0,30.0,38.0,21.0,6.0,26.0,14.0,5.0,12.0,11.0,13.0
8652,Bruno Felipe Souza Da Silva,1614,0,65.0,61.0,48.0,65.0,58.0,72.0,46.0,44.0,62.0,70.0,79.0,77.0,68.0,62.0,60.0,42.0,21.0,66.0,59.0,19.0,25.0
8653,Charlie Lakin,1724,0,62.0,53.0,44.0,63.0,55.0,65.0,56.0,63.0,59.0,67.0,70.0,72.0,68.0,73.0,60.0,53.0,40.0,53.0,54.0,52.0,52.0
8654,Daiki Sugioka,1776,0,69.0,54.0,60.0,66.0,43.0,64.0,57.0,55.0,64.0,62.0,70.0,67.0,67.0,74.0,57.0,59.0,57.0,57.0,49.0,63.0,61.0
8655,David Titov,1350,1,55.0,30.0,32.0,58.0,27.0,62.0,28.0,26.0,30.0,50.0,75.0,72.0,70.0,50.0,21.0,54.0,49.0,47.0,35.0,52.0,49.0
8656,Eman Marković,1581,1,56.0,56.0,50.0,58.0,51.0,63.0,55.0,52.0,49.0,62.0,79.0,70.0,83.0,68.0,54.0,44.0,19.0,59.0,49.0,24.0,20.0
8657,Emeka Friday Eze,1608,1,45.0,62.0,65.0,52.0,56.0,64.0,50.0,33.0,47.0,66.0,80.0,83.0,68.0,52.0,55.0,71.0,14.0,66.0,60.0,15.0,11.0
8658,Erdon Daci,1494,0,58.0,64.0,49.0,55.0,65.0,73.0,64.0,41.0,48.0,64.0,60.0,62.0,57.0,48.0,58.0,28.0,19.0,58.0,50.0,17.0,17.0
8659,Facundo Nadalín,1614,1,62.0,27.0,56.0,64.0,30.0,65.0,36.0,42.0,51.0,61.0,72.0,70.0,70.0,69.0,28.0,59.0,66.0,56.0,48.0,72.0,70.0
8660,Fernando Bersano,1546,0,59.0,30.0,49.0,63.0,29.0,61.0,38.0,34.0,59.0,58.0,71.0,72.0,74.0,65.0,28.0,56.0,61.0,45.0,39.0,69.0,66.0
8661,Franck Elimane Kanouté,1761,1,45.0,40.0,65.0,68.0,38.0,64.0,54.0,62.0,65.0,64.0,57.0,66.0,61.0,70.0,70.0,63.0,60.0,39.0,42.0,66.0,63.0
8662,Fraser Murray,1501,1,56.0,50.0,36.0,60.0,48.0,58.0,56.0,41.0,53.0,60.0,74.0,70.0,68.0,63.02548676438416,49.0,39.0,29.0,53.0,57.0,35.0,38.0
8663,Giovanni McGregor,1573,1,40.0,38.0,52.0,66.0,37.0,51.0,51.0,50.0,62.0,59.0,67.0,66.0,68.0,55.0,43.0,55.0,51.0,40.0,49.0,56.0,57.0
8664,Indy Boonen,1661,0,63.0,68.0,53.0,64.0,59.0,66.0,50.0,48.0,58.0,68.0,60.0,70.0,71.0,59.0,60.0,61.0,24.0,60.0,67.0,35.0,36.0
8665,Ismaël Aaneba,1499,1,53.0,21.0,56.0,60.0,31.0,53.0,35.0,32.0,48.0,57.0,66.0,52.0,64.0,54.0,27.0,64.0,58.0,23.0,52.0,65.0,65.0
8666,Jader Valencia,1367,0,31.0,60.0,55.0,41.0,43.0,62.0,37.0,30.0,33.0,59.0,50.0,59.0,72.0,38.0,46.0,43.0,15.0,63.0,63.0,13.0,19.0
8667,Jannes Vollert,1614,1,50.0,38.0,56.0,61.0,38.0,55.0,61.0,37.0,55.0,60.0,55.0,55.0,58.0,61.0,38.0,60.0,58.0,47.0,42.0,64.0,59.0
8668,Joe Grayson,1549,0,30.0,35.0,48.0,66.0,29.0,57.0,42.0,62.0,64.0,58.0,65.0,69.0,65.0,58.0,39.0,60.0,58.0,39.0,44.0,57.0,56.0
8669,Joshua Kayode,1339,1,29.0,56.0,58.0,38.0,35.0,57.0,27.0,28.0,20.0,55.0,66.0,74.0,58.0,66.0,48.0,48.0,22.0,57.0,55.0,18.0,17.0
